Top 5000000 payment_date,Top 500000000 cleared_at,provider_id,Top 500000 provider.name,Top 500000 geo.state,Top 500000 geo.zipcode,Top 500000 geo.city,Count
1.47934E+12,1.4796E+12,48174,Smithfield (NC),NC,27577,SMITHFIELD,1
1.47934E+12,1.4796E+12,168538,Southern Fidelity Insurance Company,LA,70123,NEW ORLEANS,1
1.47934E+12,1.47934E+12,21931,Aurora Water (CO),CO,80017,AURORA,1
1.47934E+12,1.47934E+12,22073,Beaumont-Cherry Valley Water District,CA,92223,BEAUMONT,1
1.47934E+12,1.47934E+12,51035,Bells Gas & Water (TN),TN,38006,BELLS,1
1.47934E+12,1.47934E+12,79036,Badger Mutual Insurance,WI,53949,MONTELLO,1
1.47934E+12,1.47934E+12,2838,Citizens Energy Group,IN,46254,INDIANAPOLIS,1
1.47934E+12,1.47934E+12,28594,Central Rural Electric Cooperative,OK,73045,HARRAH,1
1.47934E+12,1.47934E+12,52268,Chatsworth Water Commission,GA,30705,CHATSWORTH,1
1.47934E+12,1.47934E+12,124502,Central Kentucky Hauling,KY,40356,NICHOLASVILLE,1
1.47934E+12,1.47934E+12,36217,First District Water Department (CT),CT,6851,NORWALK,1
1.47934E+12,1.47934E+12,128860,Foreman Financial,CA,92114,SAN DIEGO,1
1.47934E+12,1.47934E+12,219478,First Insurance Funding - 16-digit account numbers,GA,30349,ATLANTA,1
1.47934E+12,1.47934E+12,219479,First Insurance Funding - Acct Numbers starting with 900-,CA,92504,RIVERSIDE,1
1.47934E+12,1.47934E+12,6888,Minol USA,GA,30319,ATLANTA,1
1.47934E+12,1.47934E+12,6888,Minol USA,MD,20724,LAUREL,1
1.47934E+12,1.47934E+12,42196,Merrillville Conservancy District,IN,46410,MERRILLVILLE,2
1.47934E+12,1.47934E+12,6888,Minol USA,MA,2452,WALTHAM,1
1.47934E+12,1.47934E+12,6888,Minol USA,VA,22193,WOODBRIDGE,1
1.47934E+12,1.47934E+12,6888,Minol USA,WA,98105,SEATTLE,1
1.47934E+12,1.47934E+12,34213,Monarch Utilities (TX),TX,76009,ALVARADO,1
1.47934E+12,1.47934E+12,15396,New Jersey Surcharge Violation System,NJ,7011,CLIFTON,1
1.47934E+12,1.47934E+12,15396,New Jersey Surcharge Violation System,NJ,7305,JERSEY CITY,1
1.47934E+12,1.47934E+12,15396,New Jersey Surcharge Violation System,NJ,8724,BRICK,1
1.47934E+12,1.47934E+12,166760,National Lloyds Insurance,TX,76134,FORT WORTH,1
1.47934E+12,1.47934E+12,47561,Rolling Hills Electric Cooperative,KS,67490,WILSON,2
1.47934E+12,1.47934E+12,47561,Rolling Hills Electric Cooperative,KS,66966,SCANDIA,1
1.47934E+12,1.47934E+12,47976,SFWP,CA,95966,OROVILLE,1
1.47934E+12,1.47934E+12,4554,The United Illuminating Company,CT,6514,HAMDEN,1
1.47934E+12,1.47934E+12,4554,The United Illuminating Company,CT,6615,STRATFORD,1
1.47934E+12,1.47934E+12,4707,The York Water Company,PA,17363,STEWARTSTOWN,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,TX,78751,AUSTIN,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,FL,33579,RIVERVIEW,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,FL,33777,SEMINOLE,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,AZ,86044,TONALEA,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,CA,95667,PLACERVILLE,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,IL,61068,ROCHELLE,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,NC,27409,GREENSBORO,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,PA,18330,EFFORT,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,TX,77063,HOUSTON,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,AR,72086,LONOKE,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,CA,92021,EL CAJON,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,GA,30157,DALLAS,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,MA,1453,LEOMINSTER,1
1.47934E+12,1.47934E+12,57000,Wayne County Water & Sewer Authority,NY,14489,LYONS,1
1.47934E+12,1.47934E+12,57000,Wayne County Water & Sewer Authority,NY,14502,MACEDON,1
1.47934E+12,1.47934E+12,35479,Ward Water & Wastewater (AR),AR,72176,WARD,1
1.47934E+12,1.47934E+12,53740,West Central Electric Cooperative,MO,64011,BATES CITY,1
1.47934E+12,1.47942E+12,20204,City Of Clermont (FL),FL,34711,CLERMONT,1
1.47934E+12,1.47942E+12,27009,City Of Kodiak (AK),OR,97321,ALBANY,1
1.47934E+12,1.47942E+12,27308,City Of Crestview Florida (FL),FL,32539,CRESTVIEW,1
1.47934E+12,1.47942E+12,49457,City Of Bessemer City (NC),NC,28016,BESSEMER CITY,1
1.47934E+12,1.47942E+12,41532,City of La Vergne Water Billing Department (TN),TN,37086,LA VERGNE,2
1.47934E+12,1.47942E+12,41878,City of Mabank (TX),TX,75147,MABANK,1
1.47934E+12,1.47942E+12,41994,City of Margate (FL),FL,33063,POMPANO BEACH,1
1.47934E+12,1.47942E+12,14702,Credit Union Loan Source,GA,30038,LITHONIA,1
1.47934E+12,1.47942E+12,14702,Credit Union Loan Source,GA,30052,LOGANVILLE,1
1.47934E+12,1.47942E+12,15420,Cumberland Insurance Group,NJ,8204,CAPE MAY,1
1.47934E+12,1.47942E+12,52656,Depere Water Department (WI),WI,54115,DE PERE,1
1.47934E+12,1.47942E+12,50789,El Dorado Water Utilities (AR),AR,71730,EL DORADO,2
1.47934E+12,1.47942E+12,4870,Elmhurst Mutual Power & Light,WA,98445,TACOMA,1
1.47934E+12,1.47942E+12,142425,Elite Acceptance,CA,92084,VISTA,1
1.47934E+12,1.47942E+12,20500,Rainier Connect,WA,98404,TACOMA,1
1.47934E+12,1.47942E+12,43947,Rapidan Service Authority,VA,22407,FREDERICKSBURG,1
1.47934E+12,1.47942E+12,47629,Rock River Water Reclamation District,IL,61109,ROCKFORD,1
1.47934E+12,1.47942E+12,47681,Rogers Water Utilities (AR),AR,72756,ROGERS,1
1.47934E+12,1.47942E+12,43976,Russell County Water Authority,AL,36869,PHENIX CITY,1
1.47934E+12,1.47942E+12,43976,Russell County Water Authority,AL,36874,SALEM,1
1.47934E+12,1.47942E+12,27920,Rushville City Utilities (IN),IN,46173,RUSHVILLE,1
1.47934E+12,1.47942E+12,47681,Rogers Water Utilities (AR),AR,72756,ROGERS,1
1.47934E+12,1.47942E+12,47982,South Granville Water & Sewer Authority,NC,27581,STEM,1
1.47934E+12,1.47942E+12,48257,South County Water System (MI),MI,48144,LAMBERTVILLE,1
1.47934E+12,1.47942E+12,48284,South Huntington Water District (NY),NY,11746,HUNTINGTON STATION,1
1.47934E+12,1.47942E+12,52092,St. Bernard Parish Government,LA,70043,CHALMETTE,1
1.47934E+12,1.47951E+12,53334,Anderson County Water Authority,TN,37716,CLINTON,2
1.47934E+12,1.47951E+12,14205,Blossman Gas,NC,28753,MARSHALL,1
1.47934E+12,1.47951E+12,22220,Big Creek Water District,SC,29697,WILLIAMSTON,1
1.47934E+12,1.47951E+12,14205,Blossman Gas,VA,22066,GREAT FALLS,1
1.47934E+12,1.47951E+12,29330,Bono Water Works (AR),AR,72416,BONO,1
1.47934E+12,1.47951E+12,104334,CRRUA,NM,88008,SANTA TERESA,1
1.47934E+12,1.47951E+12,107548,Burgmeiers Hauling,PA,16673,ROARING SPRING,1
1.47934E+12,1.47951E+12,9183,E-ZPass New York,CT,6484,SHELTON,1
1.47934E+12,1.47951E+12,9183,E-ZPass New York,CT,6896,REDDING,1
1.47934E+12,1.47951E+12,9183,E-ZPass New York,NY,11358,FLUSHING,1
1.47934E+12,1.47951E+12,9183,E-ZPass New York,VA,22191,WOODBRIDGE,1
1.47934E+12,1.47951E+12,6320,Good To Go !,WA,98038,MAPLE VALLEY,1
1.47934E+12,1.47951E+12,6320,Good To Go !,WA,98178,SEATTLE,1
1.47934E+12,1.47951E+12,6320,Good To Go !,WA,98204,EVERETT,1
1.47934E+12,1.47951E+12,6320,Good To Go !,WA,98271,MARYSVILLE,1
1.47934E+12,1.47951E+12,40690,Highland Utilities Department (IN),IN,46322,HIGHLAND,2
1.47934E+12,1.47951E+12,3445,Hattiesburg Water Department,MS,39402,HATTIESBURG,1
1.47934E+12,1.47951E+12,33809,Hudson Water Works (FL),FL,34667,HUDSON,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,MI,48195,SOUTHGATE,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,OH,45404,DAYTON,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,OR,97603,KLAMATH FALLS,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,VA,23661,HAMPTON,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,CA,92026,ESCONDIDO,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,CA,95928,CHICO,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,AL,36089,UNION SPRINGS,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,VA,22304,ALEXANDRIA,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,CA,92376,RIALTO,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,GA,30906,AUGUSTA,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,IA,50208,NEWTON,1
1.47934E+12,1.47951E+12,14056,Kay Jewelers,NC,28376,RAEFORD,1
1.47934E+12,1.47951E+12,78609,TxTag,TX,77707,BEAUMONT,1
1.47934E+12,1.47951E+12,78609,TxTag,TX,78244,SAN ANTONIO,1
1.47934E+12,1.47951E+12,49691,Valley Public Service Authority,SC,29801,AIKEN,1
1.47934E+12,1.47951E+12,49967,Vineland Municipal Utilities (NJ),NJ,8360,VINELAND,1
1.47934E+12,1.47951E+12,4653,West Virginia American Water,WV,25159,POCA,1
1.47934E+12,1.47951E+12,4653,West Virginia American Water,WV,25311,CHARLESTON,1
1.47934E+12,1.47951E+12,4653,West Virginia American Water,WV,25526,HURRICANE,1
1.47934E+12,1.47951E+12,4653,West Virginia American Water,WV,25705,HUNTINGTON,1
1.47934E+12,1.4796E+12,14300,Personal Finance Company,IN,46755,KENDALLVILLE,1
1.47934E+12,1.4796E+12,14300,Personal Finance Company,IN,47302,MUNCIE,1
1.47934E+12,1.4796E+12,14300,Personal Finance Company,IN,47348,HARTFORD CITY,1
1.47934E+12,1.4796E+12,14300,Personal Finance Company,IL,61201,ROCK ISLAND,1
1.47934E+12,1.47986E+12,7581,ExpressToll,CA,96067,MOUNT SHASTA,1
1.47934E+12,1.47986E+12,7581,ExpressToll,CO,81050,LA JUNTA,1
1.47934E+12,1.47986E+12,219474,FasTrak - Existing Accounts,CA,94580,SAN LORENZO,1
1.47934E+12,1.47986E+12,219474,FasTrak - Existing Accounts,CA,95030,LOS GATOS,1
1.47934E+12,1.47986E+12,10191,E-ZPass Maryland,MD,20906,SILVER SPRING,1
1.47934E+12,1.47986E+12,10191,E-ZPass Maryland,MD,21128,PERRY HALL,1
1.47934E+12,1.47986E+12,10191,E-ZPass Maryland,MD,21771,MOUNT AIRY,1
1.47934E+12,1.47986E+12,10191,E-ZPass Maryland,MD,21853,PRINCESS ANNE,1
1.47934E+12,1.47994E+12,78700,OneMain Financial,IL,60505,AURORA,1
1.47934E+12,1.47994E+12,78700,OneMain Financial,NY,12540,LAGRANGEVILLE,1
1.47934E+12,1.47994E+12,78700,OneMain Financial,VA,22738,ROCHELLE,1
1.47934E+12,1.47994E+12,13400,Odessa American,TX,79762,ODESSA,1
1.47934E+12,1.47994E+12,78700,OneMain Financial,IL,60482,WORTH,1
1.47934E+12,1.47994E+12,78700,OneMain Financial,LA,70072,MARRERO,1
1.47934E+12,1.47994E+12,78700,OneMain Financial,TX,78210,SAN ANTONIO,1
1.47934E+12,1.47994E+12,167735,Otsego Mutual Fire Insurance,NY,13210,SYRACUSE,1
1.47934E+12,1.47891E+12,10237,NTTA,TX,75248,DALLAS,1
1.47934E+12,1.47891E+12,10237,NTTA,TX,77073,HOUSTON,1
1.47934E+12,1.47891E+12,10237,NTTA,AR,72204,LITTLE ROCK,1
1.47934E+12,1.47934E+12,59639,Apex Billing Solutions,GA,30241,LAGRANGE,1
1.47934E+12,1.47934E+12,59639,Apex Billing Solutions,GA,31707,ALBANY,1
1.47934E+12,1.47934E+12,59639,Apex Billing Solutions,FL,32211,JACKSONVILLE,1
1.47934E+12,1.47934E+12,56696,Canadian Valley Electric Cooperative,OK,74873,TECUMSEH,1
1.47934E+12,1.47934E+12,78713,Caliber Home Loans,TN,37865,SEYMOUR,1
1.47934E+12,1.47934E+12,105049,Carrington,MN,56601,BEMIDJI,1
1.47934E+12,1.47934E+12,124502,Central Kentucky Hauling,KY,40356,NICHOLASVILLE,2
1.47934E+12,1.47934E+12,105049,Carrington,NM,88201,ROSWELL,1
1.47934E+12,1.47934E+12,14188,Citizens Property Insurance,ME,4930,DEXTER,1
1.47934E+12,1.47934E+12,27918,City Of Roxboro (NC),NC,27573,ROXBORO,1
1.47934E+12,1.47934E+12,41178,City Of Jeffersonville (IN),IN,47130,JEFFERSONVILLE,1
1.47934E+12,1.47934E+12,23215,City of Lacey (WA),WA,98503,LACEY,1
1.47934E+12,1.47934E+12,23215,City of Lacey (WA),WA,98513,OLYMPIA,1
1.47934E+12,1.47934E+12,23215,City of Lacey (WA),WA,98516,OLYMPIA,1
1.47934E+12,1.47934E+12,13534,E-ZPass New Jersey,NC,28528,GLOUCESTER,1
1.47934E+12,1.47934E+12,13534,E-ZPass New Jersey,PA,18042,EASTON,1
1.47934E+12,1.47934E+12,145755,Duval Premium Budget,FL,34488,SILVER SPRINGS,1
1.47934E+12,1.47934E+12,13534,E-ZPass New Jersey,NJ,7103,NEWARK,1
1.47934E+12,1.47934E+12,13534,E-ZPass New Jersey,NJ,8629,TRENTON,1
1.47934E+12,1.47934E+12,13534,E-ZPass New Jersey,PA,19438,HARLEYSVILLE,1
1.47934E+12,1.47934E+12,2558,Emera Maine,ME,4463,MILO,1
1.47934E+12,1.47934E+12,3112,Entergy Texas,TX,77356,MONTGOMERY,1
1.47934E+12,1.47934E+12,15116,E-ZPass New Hampshire,NH,3301,CONCORD,1
1.47934E+12,1.47934E+12,20510,Hamilton Southeastern Utilities (IN),IN,46040,FORTVILLE,1
1.47934E+12,1.47934E+12,30219,Green River Valley Water District (KY),KY,42127,CAVE CITY,1
1.47934E+12,1.47934E+12,50137,Hamburg Water Department (AR),AR,71658,MONTROSE,1
1.47934E+12,1.47934E+12,20480,Hazleton City Authority (PA),PA,18201,HAZLETON,2
1.47934E+12,1.47934E+12,3443,Hastings Mutual Insurance,WI,53168,SALEM,1
1.47934E+12,1.47934E+12,12505,Indian River County Utilities,FL,32958,SEBASTIAN,1
1.47934E+12,1.47934E+12,41214,Johnson Utilities (AZ),AZ,85142,QUEEN CREEK,1
1.47934E+12,1.47934E+12,79054,Imperial PFS,MS,39206,JACKSON,1
1.47934E+12,1.47934E+12,28290,Okeechobee Utility Authority (FL),FL,34972,OKEECHOBEE,1
1.47934E+12,1.47934E+12,28290,Okeechobee Utility Authority (FL),FL,34974,OKEECHOBEE,1
1.47934E+12,1.47934E+12,43085,Oakmont Water Authority,PA,15139,OAKMONT,1
1.47934E+12,1.47934E+12,166201,Pharmacists Mutual Companies,OH,43130,LANCASTER,1
1.47934E+12,1.47934E+12,166201,Pharmacists Mutual Companies,TX,78201,SAN ANTONIO,1
1.47934E+12,1.47934E+12,219496,Pikepass - Account Payments Only,OK,73099,YUKON,1
1.47934E+12,1.47934E+12,4113,Priority Health,MI,49509,WYOMING,1
1.47934E+12,1.47934E+12,4132,Psnc Energy,NC,27302,MEBANE,1
1.47934E+12,1.47934E+12,127312,"Progressive Finance, L.C.",VA,23224,RICHMOND,1
1.47934E+12,1.47934E+12,105063,Southwest Ouachita Waterworks,LA,71292,WEST MONROE,2
1.47934E+12,1.47934E+12,48284,South Huntington Water District (NY),NY,11746,HUNTINGTON STATION,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,FL,33476,PAHOKEE,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,FL,34482,OCALA,1
1.47934E+12,1.47934E+12,219501,Tidewater Finance Company - Credit Services,CA,92562,MURRIETA,1
1.47934E+12,1.47934E+12,16332,Westlake Financial Services,FL,33147,MIAMI,1
1.47934E+12,1.47934E+12,16332,Westlake Financial Services,PA,19007,BRISTOL,1
1.47934E+12,1.47934E+12,16332,Westlake Financial Services,TX,78750,AUSTIN,1
1.47934E+12,1.47942E+12,22101,Beckley Sanitary Board,WV,25801,BECKLEY,2
1.47934E+12,1.47942E+12,51957,Baton Rouge Water Company,LA,70810,BATON ROUGE,1
1.47934E+12,1.47942E+12,27524,City of Homestead (FL),FL,33033,HOMESTEAD,1
1.47934E+12,1.47942E+12,36956,City of Hallandale Beach (FL),FL,33009,HALLANDALE,1
1.47934E+12,1.47942E+12,41065,City of Iowa Park Water &Sewer (TX),TX,76367,IOWA PARK,1
1.47934E+12,1.47942E+12,23204,City of Janesville (WI),WI,53546,JANESVILLE,1
1.47934E+12,1.47942E+12,41265,City of Kaufman Utilities (TX),TX,75142,KAUFMAN,1
1.47934E+12,1.47942E+12,41532,City of La Vergne Water Billing Department (TN),TN,37086,LA VERGNE,1
1.47934E+12,1.47942E+12,28229,Clinton Newberry Natural Gas (SC),SC,29127,PROSPERITY,1
1.47934E+12,1.47942E+12,28458,Connersville Utilities,IN,47331,CONNERSVILLE,1
1.47934E+12,1.47942E+12,57218,Community Utility Billing Services,CA,92804,ANAHEIM,1
1.47934E+12,1.47942E+12,28549,Covington Electric Cooperative,AL,36323,ELBA,1
1.47934E+12,1.47942E+12,28549,Covington Electric Cooperative,AL,36330,ENTERPRISE,1
1.47934E+12,1.47942E+12,22769,Council Bluffs Water Works,IA,51503,COUNCIL BLUFFS,1
1.47934E+12,1.47942E+12,3084,Ecua,FL,32507,PENSACOLA,1
1.47934E+12,1.47942E+12,35888,Edgecombe-Martin County EMC,NC,27871,ROBERSONVILLE,1
1.47934E+12,1.47942E+12,106156,Ecbc Water Authority,AL,36567,ROBERTSDALE,1
1.47934E+12,1.47942E+12,35928,Englewood Water District (FL),FL,34223,ENGLEWOOD,1
1.47934E+12,1.47942E+12,105230,FIELDINGS OIL & PROPANE,ME,4074,SCARBOROUGH,1
1.47934E+12,1.47942E+12,166032,Fidelis Care,NY,13669,OGDENSBURG,1
1.47934E+12,1.47942E+12,36636,Glasgow Water Company (KY),TX,76262,ROANOKE,1
1.47934E+12,1.47942E+12,52137,Gaston Rural Water District,SC,29053,GASTON,1
1.47934E+12,1.47942E+12,79374,georgia farm bureau,GA,30120,CARTERSVILLE,1
1.47934E+12,1.47942E+12,33760,Harris County Fresh Water Supply District 61,TX,77065,HOUSTON,1
1.47934E+12,1.47942E+12,37159,Henderson Utility Department (TN),TN,38340,HENDERSON,1
1.47934E+12,1.47942E+12,37183,Hernando County Utilities Department,FL,34609,SPRING HILL,1
1.47934E+12,1.47942E+12,3468,Hialeah Department of Water & Sewers,FL,33012,HIALEAH,1
1.47934E+12,1.47942E+12,3468,Hialeah Department of Water & Sewers,FL,33014,HIALEAH,1
1.47934E+12,1.47942E+12,40737,Hixson Utility District,TN,37379,SODDY DAISY,1
1.47934E+12,1.47942E+12,41210,Jones Onslow EMC,NC,28540,JACKSONVILLE,1
1.47934E+12,1.47942E+12,41210,Jones Onslow EMC,NC,28584,SWANSBORO,1
1.47934E+12,1.47942E+12,21266,Jefferson Parish Department of Water,LA,70072,MARRERO,1
1.47934E+12,1.47942E+12,41368,Knox Energy Cooperative Association,OH,43213,COLUMBUS,1
1.47934E+12,1.47942E+12,41368,Knox Energy Cooperative Association,WV,26164,RAVENSWOOD,1
1.47934E+12,1.47942E+12,7892,King County Water District 125,WA,98168,SEATTLE,1
1.47934E+12,1.47942E+12,3734,MCI,MO,64648,JAMESPORT,1
1.47934E+12,1.47942E+12,12538,MDC,CT,6118,EAST HARTFORD,1
1.47934E+12,1.47942E+12,41802,Loves Park,IL,61111,LOVES PARK,1
1.47934E+12,1.47942E+12,27665,Macomb City Waterworks (IL),IL,61455,MACOMB,3
1.47934E+12,1.47942E+12,5344,McMinnville Water and Light,OR,97128,MCMINNVILLE,1
1.47934E+12,1.47942E+12,217827,Mazda Capital Services - Loans,SC,29063,IRMO,1
1.47934E+12,1.47942E+12,217829,Mazda Capital Services - Lease,WV,25419,FALLING WATERS,1
